id,chatgpt_response,code_1,code_2,code_3,code_4,code_5,code_6
44716113,0 99 99 99 99 99,0,99,99,99,99,99
49368291,,,NA,NA,NA,NA,NA
50483191,,,NA,NA,NA,NA,NA
51409091,0 99 99 99 99 99,0,99,99,99,99,99
603151,,,NA,NA,NA,NA,NA
43285477,,,NA,NA,NA,NA,NA
38286504,0 99 99 99 99 99,0,99,99,99,99,99
36904299,,,NA,NA,NA,NA,NA
44338524,0 99 99 99 99 99,0,99,99,99,99,99
48522560,,,NA,NA,NA,NA,NA
47103415,,,NA,NA,NA,NA,NA
45977050,0 99 99 99 99 99,0,99,99,99,99,99
47320849,,,NA,NA,NA,NA,NA
36778847,,,NA,NA,NA,NA,NA
51569374,1 1 2 5 99 99,1,1,2,5,99,99
50682050,,,NA,NA,NA,NA,NA
54173410,,,NA,NA,NA,NA,NA
29127872,0 99 99 99 99 99,0,99,99,99,99,99
47193761,,,NA,NA,NA,NA,NA
51209935,,,NA,NA,NA,NA,NA
46655477,1 3 1 2 99 99,1,3,1,2,99,99
52252506,,,NA,NA,NA,NA,NA
30597463,,,NA,NA,NA,NA,NA
43952135,0 99 99 99 99 99,0,99,99,99,99,99
37493000,,,NA,NA,NA,NA,NA
41710368,1 1 2 5 99 99,1,1,2,5,99,99
42493483,,,NA,NA,NA,NA,NA
41524920,0 99 99 99 99 99,0,99,99,99,99,99
55350197,,,NA,NA,NA,NA,NA
53087922,,,NA,NA,NA,NA,NA
51499249,0 99 99 99 99 99,0,99,99,99,99,99
35007862,,,NA,NA,NA,NA,NA
39280335,,,NA,NA,NA,NA,NA
54174351,,,NA,NA,NA,NA,NA
48856774,0 99 99 99 99 99,0,99,99,99,99,99
40172506,,,NA,NA,NA,NA,NA
48195337,,,NA,NA,NA,NA,NA
42409526,,,NA,NA,NA,NA,NA
51305526,0 99 99 99 99 99,0,99,99,99,99,99
52966290,,,NA,NA,NA,NA,NA
36093765,,,NA,NA,NA,NA,NA
55237810,,,NA,NA,NA,NA,NA
53600020,0 99 99 99 99 99,0,99,99,99,99,99
36751804,,,NA,NA,NA,NA,NA
32073248,1 99 99 99 99 99,1,99,99,99,99,99
30046232,,,NA,NA,NA,NA,NA
34233010,,,NA,NA,NA,NA,NA
52795550,,,NA,NA,NA,NA,NA
46479604,0 99 99 99 99 99,0,99,99,99,99,99
40615148,,,NA,NA,NA,NA,NA
47409136,,,NA,NA,NA,NA,NA
38692657,0 99 99 99 99 99,0,99,99,99,99,99
51599984,,,NA,NA,NA,NA,NA
54390633,1 1 2 4 1 6,1,1,2,4,1,6
35949106,,,NA,NA,NA,NA,NA
48930908,,,NA,NA,NA,NA,NA
44470735,,,NA,NA,NA,NA,NA
38089110,0 99 99 99 99 99,0,99,99,99,99,99
36733677,,,NA,NA,NA,NA,NA
44547021,0 99 99 99 99 99,0,99,99,99,99,99
43840323,,,NA,NA,NA,NA,NA
38296661,,,NA,NA,NA,NA,NA
38590759,,,NA,NA,NA,NA,NA
43048312,0 99 99 99 99 99,0,99,99,99,99,99
48933007,,,NA,NA,NA,NA,NA
29689656,0 99 99 99 99 99,0,99,99,99,99,99
37877356,,,NA,NA,NA,NA,NA
39530918,1 3 1 2 99 99,1,3,1,2,99,99
46863010,,,NA,NA,NA,NA,NA
53879574,,,NA,NA,NA,NA,NA
44889055,0 99 99 99 99 99,0,99,99,99,99,99
54101190,,,NA,NA,NA,NA,NA
49866232,,,NA,NA,NA,NA,NA
34998102,,,NA,NA,NA,NA,NA
49416518,0 99 99 99 99 99,0,99,99,99,99,99
31720935,,,NA,NA,NA,NA,NA
49996155,,,NA,NA,NA,NA,NA
32897509,0 99 99 99 99 99,0,99,99,99,99,99
50261673,,,NA,NA,NA,NA,NA
48682500,,,NA,NA,NA,NA,NA
39070177,0 99 99 99 99 99,0,99,99,99,99,99
40778537,,,NA,NA,NA,NA,NA
44862305,,,NA,NA,NA,NA,NA
45074351,0 99 99 99 99 99,0,99,99,99,99,99
44702971,,,NA,NA,NA,NA,NA
49663165,,,NA,NA,NA,NA,NA
27482446,,,NA,NA,NA,NA,NA
46976220,0 99 99 99 99 99,0,99,99,99,99,99
31709054,,,NA,NA,NA,NA,NA
52611165,,,NA,NA,NA,NA,NA
46520029,0 99 99 99 99 99,0,99,99,99,99,99
28791577,,,NA,NA,NA,NA,NA
43406895,,,NA,NA,NA,NA,NA
87551,0 99 99 99 99 99,0,99,99,99,99,99
36593734,,,NA,NA,NA,NA,NA
43665671,,,NA,NA,NA,NA,NA
50040101,0 99 99 99 99 99,0,99,99,99,99,99
40907841,,,NA,NA,NA,NA,NA
29882845,,,NA,NA,NA,NA,NA
52182815,0 99 99 99 99 99,0,99,99,99,99,99
28399539,,,NA,NA,NA,NA,NA
39838131,,,NA,NA,NA,NA,NA
55574816,,,NA,NA,NA,NA,NA
50142812,0 99 99 99 99 99,0,99,99,99,99,99
37600146,,,NA,NA,NA,NA,NA
52225565,,,NA,NA,NA,NA,NA
43569783,,,NA,NA,NA,NA,NA
30851051,0 99 99 99 99 99,0,99,99,99,99,99
29809327,0 99 99 99 99 99,0,99,99,99,99,99
37671909,,,NA,NA,NA,NA,NA
43603774,,,NA,NA,NA,NA,NA
27668518,0 99 99 99 99 99,0,99,99,99,99,99
52901444,,,NA,NA,NA,NA,NA
51071020,,,NA,NA,NA,NA,NA
44310150,1 1 2 4 99 99,1,1,2,4,99,99
47057036,,,NA,NA,NA,NA,NA
53594925,,,NA,NA,NA,NA,NA
27171081,0 99 99 99 99 99,0,99,99,99,99,99
54144139,,,NA,NA,NA,NA,NA
46863007,0 99 99 99 99 99,0,99,99,99,99,99
37184544,,,NA,NA,NA,NA,NA
48267610,,,NA,NA,NA,NA,NA
38654384,0 99 99 99 99 99,0,99,99,99,99,99
46610238,,,NA,NA,NA,NA,NA
52310681,0 99 99 99 99 99,0,99,99,99,99,99
707077,,,NA,NA,NA,NA,NA
35818738,1 3 1 2 99 99,1,3,1,2,99,99
35694118,,,NA,NA,NA,NA,NA
44798145,,,NA,NA,NA,NA,NA
44450430,,,NA,NA,NA,NA,NA
44240341,,,NA,NA,NA,NA,NA
50028856,1 1 2 5 99 99,1,1,2,5,99,99
43859200,,,NA,NA,NA,NA,NA
30283670,1 99 99 99 99 99,1,99,99,99,99,99
40644439,,,NA,NA,NA,NA,NA
35171789,,,NA,NA,NA,NA,NA
33145336,0 99 99 99 99 99,0,99,99,99,99,99
36511439,,,NA,NA,NA,NA,NA
46551002,,,NA,NA,NA,NA,NA
34794991,0 99 99 99 99 99,0,99,99,99,99,99
36498917,,,NA,NA,NA,NA,NA
54002824,,,NA,NA,NA,NA,NA
53980901,0 99 99 99 99 99,0,99,99,99,99,99
36656325,,,NA,NA,NA,NA,NA
37446914,,,NA,NA,NA,NA,NA
43422844,,,NA,NA,NA,NA,NA
41267229,,,NA,NA,NA,NA,NA
38560352,0 99 99 99 99 99,0,99,99,99,99,99
32164719,0 99 99 99 99 99,0,99,99,99,99,99
43951686,,,NA,NA,NA,NA,NA
55123350,,,NA,NA,NA,NA,NA
36875869,1 3 1 2 99 99,1,3,1,2,99,99
37947839,,,NA,NA,NA,NA,NA
43519106,0 99 99 99 99 99,0,99,99,99,99,99
30806573,,,NA,NA,NA,NA,NA
51099837,,,NA,NA,NA,NA,NA
39591017,0 99 99 99 99 99,0,99,99,99,99,99
52092473,,,NA,NA,NA,NA,NA
35154777,,,NA,NA,NA,NA,NA
38592035,0 99 99 99 99 99,0,99,99,99,99,99
53549288,,,NA,NA,NA,NA,NA
35564865,,,NA,NA,NA,NA,NA
48190490,,,NA,NA,NA,NA,NA
43994926,0 99 99 99 99 99,0,99,99,99,99,99
36328896,,,NA,NA,NA,NA,NA
52831315,,,NA,NA,NA,NA,NA
43076008,1 99 99 99 99 99,1,99,99,99,99,99
42655967,,,NA,NA,NA,NA,NA
46306931,,,NA,NA,NA,NA,NA
33531982,1 3 1 2 99 99,1,3,1,2,99,99
52028583,,,NA,NA,NA,NA,NA
37435645,,,NA,NA,NA,NA,NA
49643813,0 99 99 99 99 99,0,99,99,99,99,99
45457579,,,NA,NA,NA,NA,NA
50696151,,,NA,NA,NA,NA,NA
45599113,0 99 99 99 99 99,0,99,99,99,99,99
29802217,,,NA,NA,NA,NA,NA
45054898,,,NA,NA,NA,NA,NA
32069742,0 99 99 99 99 99,0,99,99,99,99,99
33047103,,,NA,NA,NA,NA,NA
43961056,,,NA,NA,NA,NA,NA
40505347,0 99 99 99 99 99,0,99,99,99,99,99
42322563,,,NA,NA,NA,NA,NA
30395532,1 99 99 99 99 99,1,99,99,99,99,99
43122527,,,NA,NA,NA,NA,NA
44522989,,,NA,NA,NA,NA,NA
49279555,,,NA,NA,NA,NA,NA
36656419,1 3 1 2 99 99,1,3,1,2,99,99
43601186,,,NA,NA,NA,NA,NA
30283584,0 99 99 99 99 99,0,99,99,99,99,99
49259350,,,NA,NA,NA,NA,NA
51892690,0 99 99 99 99 99,0,99,99,99,99,99
46474555,,,NA,NA,NA,NA,NA
54533663,,,NA,NA,NA,NA,NA
41756877,,,NA,NA,NA,NA,NA
47878768,0 99 99 99 99 99,0,99,99,99,99,99
51508823,,,NA,NA,NA,NA,NA
41857842,0 99 99 99 99 99,0,99,99,99,99,99
27138908,,,NA,NA,NA,NA,NA
31260939,,,NA,NA,NA,NA,NA
32077949,,,NA,NA,NA,NA,NA
55157494,0 99 99 99 99 99,0,99,99,99,99,99
27129936,,,NA,NA,NA,NA,NA
44627262,,,NA,NA,NA,NA,NA
42164393,,,NA,NA,NA,NA,NA
50920362,1 3 1 2 99 99,1,3,1,2,99,99
37761646,,,NA,NA,NA,NA,NA
51133301,0 99 99 99 99 99,0,99,99,99,99,99
43531377,,,NA,NA,NA,NA,NA
38093048,0 99 99 99 99 99,0,99,99,99,99,99
54780263,,,NA,NA,NA,NA,NA
36696129,,,NA,NA,NA,NA,NA
45885044,,,NA,NA,NA,NA,NA
53110006,1 3 1 2 99 99,1,3,1,2,99,99
38069756,,,NA,NA,NA,NA,NA
44118068,0 99 99 99 99 99,0,99,99,99,99,99
28548524,,,NA,NA,NA,NA,NA
48783626,,,NA,NA,NA,NA,NA
42470884,,,NA,NA,NA,NA,NA
47278640,0 99 99 99 99 99,0,99,99,99,99,99
50368817,,,NA,NA,NA,NA,NA
33500386,,,NA,NA,NA,NA,NA
39434725,0 99 99 99 99 99,0,99,99,99,99,99
37896562,,,NA,NA,NA,NA,NA
50161243,,,NA,NA,NA,NA,NA
32766416,,,NA,NA,NA,NA,NA
49834987,0 99 99 99 99 99,0,99,99,99,99,99
43972849,,,NA,NA,NA,NA,NA
27311493,,,NA,NA,NA,NA,NA
43493683,0 99 99 99 99 99,0,99,99,99,99,99
