id,chatgpt_response,code_1,code_2,code_3,code_4,code_5,code_6
40668631,1 1 2 4 1 99,1,1,2,4,1,99
46767118,0 99 99 99 99 99,0,99,99,99,99,99
38264394,,,NA,NA,NA,NA,NA
38067899,0 99 99 99 99 99,0,99,99,99,99,99
35717649,0 99 99 99 99 99,0,99,99,99,99,99
35979961,,,NA,NA,NA,NA,NA
28355353,0 99 99 99 99 99,0,99,99,99,99,99
53029341,,,NA,NA,NA,NA,NA
37165994,,,NA,NA,NA,NA,NA
50986821,0 99 99 99 99 99,0,99,99,99,99,99
36943473,0 99 99 99 99 99,0,99,99,99,99,99
26891113,0 99 99 99 99 99,0,99,99,99,99,99
54172445,1 99 99 99 99 99,1,99,99,99,99,99
50579794,1 3 1 99 99 99,1,3,1,99,99,99
47777715,,,NA,NA,NA,NA,NA
54611141,1 1 2 4 1 99,1,1,2,4,1,99
46436069,,,NA,NA,NA,NA,NA
36742161,0 99 99 99 99 99,0,99,99,99,99,99
819895,0 99 99 99 99 99,0,99,99,99,99,99
52660382,1 99 99 99 99 99,1,99,99,99,99,99
38078295,1 1 2 4 1 99,1,1,2,4,1,99
47803207,,,NA,NA,NA,NA,NA
31721466,1 1 2 4 1 99,1,1,2,4,1,99
40320724,,,NA,NA,NA,NA,NA
37861302,1 1 2 4 1 1,1,1,2,4,1,1
52767933,0 99 99 99 99 99,0,99,99,99,99,99
37465987,1 1 1 4 1 99,1,1,1,4,1,99
50387387,,,NA,NA,NA,NA,NA
28989802,0 99 99 99 99 99,0,99,99,99,99,99
42382637,1 3 1 99 99 99,1,3,1,99,99,99
29224961,0 99 99 99 99 99,0,99,99,99,99,99
47603340,,,NA,NA,NA,NA,NA
28578523,0 99 99 99 99 99,0,99,99,99,99,99
34870632,1 1 2 4 1 99,1,1,2,4,1,99
45590281,0 99 99 99 99 99,0,99,99,99,99,99
1031345,1 3 1 99 99 99,1,3,1,99,99,99
39739355,1 1 2 4 1 99,1,1,2,4,1,99
53811376,1 1 2 4 1 99,1,1,2,4,1,99
38722853,0 99 99 99 99 99,0,99,99,99,99,99
41703268,1 1 2 4 1 99,1,1,2,4,1,99
36308535,0 99 99 99 99 99,0,99,99,99,99,99
29293957,0 99 99 99 99 99,0,99,99,99,99,99
44879577,,,NA,NA,NA,NA,NA
34979752,1 1 2 4 1 99,1,1,2,4,1,99
37270455,0 99 99 99 99 99,0,99,99,99,99,99
35989247,0 99 99 99 99 99,0,99,99,99,99,99
43932403,,,NA,NA,NA,NA,NA
30280355,,,NA,NA,NA,NA,NA
42998863,0 99 99 99 99 99,0,99,99,99,99,99
27000041,0 99 99 99 99 99,0,99,99,99,99,99
29335396,,,NA,NA,NA,NA,NA
37190342,0 99 99 99 99 99,0,99,99,99,99,99
41350466,0 99 99 99 99 99,0,99,99,99,99,99
33826386,0 99 99 99 99 99,0,99,99,99,99,99
44131896,0 99 99 99 99 99,0,99,99,99,99,99
48764165,1 1 2 4 1 1,1,1,2,4,1,1
44057537,,,NA,NA,NA,NA,NA
25571375,0 99 99 99 99 99,0,99,99,99,99,99
45200524,0 99 99 99 99 99,0,99,99,99,99,99
36678020,0 99 99 99 99 99,0,99,99,99,99,99
52747700,,,NA,NA,NA,NA,NA
43693605,0 99 99 99 99 99,0,99,99,99,99,99
36595691,1 3 1 99 99 99,1,3,1,99,99,99
54566581,,,NA,NA,NA,NA,NA
38474107,0 99 99 99 99 99,0,99,99,99,99,99
54032006,1 1 2 4 1 99,1,1,2,4,1,99
47932981,,,NA,NA,NA,NA,NA
35249263,0 99 99 99 99 99,0,99,99,99,99,99
42205381,1 3 1 99 99 99,1,3,1,99,99,99
43430222,1 1 2 4 1 6,1,1,2,4,1,6
30564894,1 1 2 4 1 99,1,1,2,4,1,99
37180031,,,NA,NA,NA,NA,NA
33968496,0 99 99 99 99 99,0,99,99,99,99,99
37869067,0 99 99 99 99 99,0,99,99,99,99,99
46564260,0 99 99 99 99 99,0,99,99,99,99,99
35981230,0 99 99 99 99 99,0,99,99,99,99,99
55390736,,,NA,NA,NA,NA,NA
30809825,1 1 2 4 1 1,1,1,2,4,1,1
45288629,0 99 99 99 99 99,0,99,99,99,99,99
46404797,1 99 99 99 99 99,1,99,99,99,99,99
38960393,,,NA,NA,NA,NA,NA
36718389,0 99 99 99 99 99,0,99,99,99,99,99
50564393,,,NA,NA,NA,NA,NA
45966043,0 99 99 99 99 99,0,99,99,99,99,99
38862161,0 99 99 99 99 99,0,99,99,99,99,99
37335535,,,NA,NA,NA,NA,NA
38166277,1 1 2 4 1 99,1,1,2,4,1,99
36898865,1 1 2 4 1 99,1,1,2,4,1,99
47482605,0 99 99 99 99 99,0,99,99,99,99,99
48083189,,,NA,NA,NA,NA,NA
55144360,1 1 2 4 1 99,1,1,2,4,1,99
53755412,,,NA,NA,NA,NA,NA
50580628,0 99 99 99 99 99,0,99,99,99,99,99
48230414,0 99 99 99 99 99,0,99,99,99,99,99
36358479,,,NA,NA,NA,NA,NA
54107485,0 99 99 99 99 99,0,99,99,99,99,99
33399299,1 99 99 99 99 99,1,99,99,99,99,99
48907380,,,NA,NA,NA,NA,NA
46452950,0 99 99 99 99 99,0,99,99,99,99,99
36927337,0 99 99 99 99 99,0,99,99,99,99,99
51162659,1 1 2 4 1 99,1,1,2,4,1,99
49743709,,,NA,NA,NA,NA,NA
32130203,1 99 99 99 99 99,1,99,99,99,99,99
39038026,0 99 99 99 99 99,0,99,99,99,99,99
45663901,0 99 99 99 99 99,0,99,99,99,99,99
50703857,0 99 99 99 99 99,0,99,99,99,99,99
41431709,0 99 99 99 99 99,0,99,99,99,99,99
46023047,,,NA,NA,NA,NA,NA
37834822,0 99 99 99 99 99,0,99,99,99,99,99
48437229,,,NA,NA,NA,NA,NA
42505185,0 99 99 99 99 99,0,99,99,99,99,99
42294503,0 99 99 99 99 99,0,99,99,99,99,99
37388495,0 99 99 99 99 99,0,99,99,99,99,99
55634325,0 99 99 99 99 99,0,99,99,99,99,99
53244214,1 99 99 99 99 99,1,99,99,99,99,99
36900181,1 1 2 4 1 99,1,1,2,4,1,99
37726555,,,NA,NA,NA,NA,NA
51565739,,,NA,NA,NA,NA,NA
43326794,0 99 99 99 99 99,0,99,99,99,99,99
49514178,1 3 1 99 99 99,1,3,1,99,99,99
42710949,1 1 2 4 1 99,1,1,2,4,1,99
174076,1 1 2 5 1 99,1,1,2,5,1,99
50226099,0 99 99 99 99 99,0,99,99,99,99,99
44133171,,,NA,NA,NA,NA,NA
44856818,,,NA,NA,NA,NA,NA
42879731,,,NA,NA,NA,NA,NA
748016,0 99 99 99 99 99,0,99,99,99,99,99
31707223,1 1 2 4 1 99,1,1,2,4,1,99
48955517,1 1 2 4 1 6,1,1,2,4,1,6
54375399,1 3 1 99 99 99,1,3,1,99,99,99
32076435,1 1 2 5 1 99,1,1,2,5,1,99
35111165,0 99 99 99 99 99,0,99,99,99,99,99
37681376,1 1 2 4 1 6,1,1,2,4,1,6
407307,1 1 2 4 1 99,1,1,2,4,1,99
51156263,,,NA,NA,NA,NA,NA
40910311,1 1 2 4 1 99,1,1,2,4,1,99
37866590,1 99 99 99 99 99,1,99,99,99,99,99
44692044,,,NA,NA,NA,NA,NA
29125995,0 99 99 99 99 99,0,99,99,99,99,99
37841887,1 1 1 3 99 99,1,1,1,3,99,99
33968191,0 99 99 99 99 99,0,99,99,99,99,99
50567735,,,NA,NA,NA,NA,NA
47382342,1 1 2 5 1 1,1,1,2,5,1,1
47104995,1 99 99 99 99 99,1,99,99,99,99,99
38533145,0 99 99 99 99 99,0,99,99,99,99,99
27607786,0 99 99 99 99 99,0,99,99,99,99,99
50519999,0 99 99 99 99 99,0,99,99,99,99,99
55441795,0 99 99 99 99 99,0,99,99,99,99,99
44490107,0 99 99 99 99 99,0,99,99,99,99,99
32240300,,,NA,NA,NA,NA,NA
36456704,1 4 1 99 99 99,1,4,1,99,99,99
35264698,1 1 2 4 1 99,1,1,2,4,1,99
48407179,0 99 99 99 99 99,0,99,99,99,99,99
42193370,,,NA,NA,NA,NA,NA
45851126,,,NA,NA,NA,NA,NA
54032959,0 99 99 99 99 99,0,99,99,99,99,99
35301910,1 1 2 4 1 6,1,1,2,4,1,6
46790695,0 99 99 99 99 99,0,99,99,99,99,99
44900422,1 1 2 4 1 99,1,1,2,4,1,99
49594797,,,NA,NA,NA,NA,NA
40834894,,,NA,NA,NA,NA,NA
38070644,1 1 1 99 99 99,1,1,1,99,99,99
44777028,,,NA,NA,NA,NA,NA
68782,0 99 99 99 99 99,0,99,99,99,99,99
42237766,1 1 2 4 1 99,1,1,2,4,1,99
53988200,0 99 99 99 99 99,0,99,99,99,99,99
51565739,,,NA,NA,NA,NA,NA
40883028,0 99 99 99 99 99,0,99,99,99,99,99
54165480,0 99 99 99 99 99,0,99,99,99,99,99
41229999,0 99 99 99 99 99,0,99,99,99,99,99
31393156,0 99 99 99 99 99,0,99,99,99,99,99
54291511,0 99 99 99 99 99,0,99,99,99,99,99
53811014,1 1 2 4 1 99,1,1,2,4,1,99
50186871,0 99 99 99 99 99,0,99,99,99,99,99
43062097,0 99 99 99 99 99,0,99,99,99,99,99
36065006,,,NA,NA,NA,NA,NA
36637436,0 99 99 99 99 99,0,99,99,99,99,99
47579463,1 1 2 4 1 99,1,1,2,4,1,99
46263924,0 99 99 99 99 99,0,99,99,99,99,99
35694445,,,NA,NA,NA,NA,NA
54680098,0 99 99 99 99 99,0,99,99,99,99,99
52554492,,,NA,NA,NA,NA,NA
42003090,0 99 99 99 99 99,0,99,99,99,99,99
48422995,0 99 99 99 99 99,0,99,99,99,99,99
40700743,1 1 2 4 1 99,1,1,2,4,1,99
49953710,1 1 1 4 1 99,1,1,1,4,1,99
37523608,0 99 99 99 99 99,0,99,99,99,99,99
27011458,0 99 99 99 99 99,0,99,99,99,99,99
51605975,1 3 1 99 99 99,1,3,1,99,99,99
48988715,1 99 99 99 99 99,1,99,99,99,99,99
55587908,0 99 99 99 99 99,0,99,99,99,99,99
52637907,0 99 99 99 99 99,0,99,99,99,99,99
50919308,,,NA,NA,NA,NA,NA
51565739,,,NA,NA,NA,NA,NA
32762620,0 99 99 99 99 99,0,99,99,99,99,99
51648041,0 99 99 99 99 99,0,99,99,99,99,99
47028297,0 99 99 99 99 99,0,99,99,99,99,99
53230725,1 1 1 3 99 99,1,1,1,3,99,99
51745678,0 99 99 99 99 99,0,99,99,99,99,99
53197334,1 3 1 99 99 99,1,3,1,99,99,99
28161820,1 1 2 4 1 99,1,1,2,4,1,99
30764072,1 1 2 4 1 99,1,1,2,4,1,99
30771147,,,NA,NA,NA,NA,NA
48145212,0 99 99 99 99 99,0,99,99,99,99,99
51403257,0 99 99 99 99 99,0,99,99,99,99,99
45521491,0 99 99 99 99 99,0,99,99,99,99,99
47543364,1 1 2 5 1 1,1,1,2,5,1,1
49452216,0 99 99 99 99 99,0,99,99,99,99,99
54498668,0 99 99 99 99 99,0,99,99,99,99,99
30103643,0 99 99 99 99 99,0,99,99,99,99,99
50385401,1 1 2 4 1 99,1,1,2,4,1,99
37728725,0 99 99 99 99 99,0,99,99,99,99,99
49974883,,,NA,NA,NA,NA,NA
37374059,,,NA,NA,NA,NA,NA
548410,0 99 99 99 99 99,0,99,99,99,99,99
50829227,,,NA,NA,NA,NA,NA
43601502,1 1 2 4 1 99,1,1,2,4,1,99
40340381,1 1 2 4 1 99,1,1,2,4,1,99
44259120,1 3 1 99 99 99,1,3,1,99,99,99
52919784,0 99 99 99 99 99,0,99,99,99,99,99
37673682,1 3 1 99 99 99,1,3,1,99,99,99
36826746,0 99 99 99 99 99,0,99,99,99,99,99
51577829,0 99 99 99 99 99,0,99,99,99,99,99
37125395,1 1 2 4 1 99,1,1,2,4,1,99
29890489,0 99 99 99 99 99,0,99,99,99,99,99
34967438,1 1 2 4 1 99,1,1,2,4,1,99
51565739,,,NA,NA,NA,NA,NA
38284287,0 99 99 99 99 99,0,99,99,99,99,99
50910443,0 99 99 99 99 99,0,99,99,99,99,99
44243023,0 99 99 99 99 99,0,99,99,99,99,99
38373728,0 99 99 99 99 99,0,99,99,99,99,99
28261633,0 99 99 99 99 99,0,99,99,99,99,99
817343,0 99 99 99 99 99,0,99,99,99,99,99
48027114,0 99 99 99 99 99,0,99,99,99,99,99
46807705,0 99 99 99 99 99,0,99,99,99,99,99
43955163,0 99 99 99 99 99,0,99,99,99,99,99
40866190,0 99 99 99 99 99,0,99,99,99,99,99
53267144,1 1 2 4 5 1,1,1,2,4,5,1
52554434,0 99 99 99 99 99,0,99,99,99,99,99
31130457,0 99 99 99 99 99,0,99,99,99,99,99
31677968,0 99 99 99 99 99,0,99,99,99,99,99
27210080,0 99 99 99 99 99,0,99,99,99,99,99
33569399,1 1 2 4 1 99,1,1,2,4,1,99
37883248,0 99 99 99 99 99,0,99,99,99,99,99
33141567,0 99 99 99 99 99,0,99,99,99,99,99
51002555,0 99 99 99 99 99,0,99,99,99,99,99
27768433,1 4 1 99 99 99,1,4,1,99,99,99
40269348,0 99 99 99 99 99,0,99,99,99,99,99
33202866,0 99 99 99 99 99,0,99,99,99,99,99
41388824,0 99 99 99 99 99,0,99,99,99,99,99
30958810,0 99 99 99 99 99,0,99,99,99,99,99
32878476,0 99 99 99 99 99,0,99,99,99,99,99
30672268,1 1 2 4 1 99,1,1,2,4,1,99
36070629,0 99 99 99 99 99,0,99,99,99,99,99
45370113,0 99 99 99 99 99,0,99,99,99,99,99
41856183,0 99 99 99 99 99,0,99,99,99,99,99
423538,1 1 2 4 1 1,1,1,2,4,1,1
36415684,1 1 2 4 1 99,1,1,2,4,1,99
38021195,0 99 99 99 99 99,0,99,99,99,99,99
38070797,1 1 2 4 1 6,1,1,2,4,1,6
47266631,1 1 2 4 1 99,1,1,2,4,1,99
37827036,0 99 99 99 99 99,0,99,99,99,99,99
39037656,0 99 99 99 99 99,0,99,99,99,99,99
55638178,0 99 99 99 99 99,0,99,99,99,99,99
47248685,0 99 99 99 99 99,0,99,99,99,99,99
29767232,0 99 99 99 99 99,0,99,99,99,99,99
27949407,0 99 99 99 99 99,0,99,99,99,99,99
38110538,1 3 1 99 99 99,1,3,1,99,99,99
42713292,0 99 99 99 99 99,0,99,99,99,99,99
47989910,0 99 99 99 99 99,0,99,99,99,99,99
43066353,1 1 2 5 1 99,1,1,2,5,1,99
30162890,1 1 2 5 1 99,1,1,2,5,1,99
28058264,0 99 99 99 99 99,0,99,99,99,99,99
26985056,0 99 99 99 99 99,0,99,99,99,99,99
41156303,1 3 1 99 99 99,1,3,1,99,99,99
38899959,1 3 1 99 99 99,1,3,1,99,99,99
42286961,0 99 99 99 99 99,0,99,99,99,99,99
38242636,1 3 1 99 99 99,1,3,1,99,99,99
44688032,0 99 99 99 99 99,0,99,99,99,99,99
42964277,1 1 2 4 1 99,1,1,2,4,1,99
52497908,1 3 1 99 99 99,1,3,1,99,99,99
43174904,0 99 99 99 99 99,0,99,99,99,99,99
42278865,1 1 2 4 1 99,1,1,2,4,1,99
27049533,0 99 99 99 99 99,0,99,99,99,99,99
55559759,0 99 99 99 99 99,0,99,99,99,99,99
37869574,0 99 99 99 99 99,0,99,99,99,99,99
36155106,1 1 2 4 1 6,1,1,2,4,1,6
43700593,1 99 99 99 99 99,1,99,99,99,99,99
40210506,0 99 99 99 99 99,0,99,99,99,99,99
51824809,0 99 99 99 99 99,0,99,99,99,99,99
38549451,0 99 99 99 99 99,0,99,99,99,99,99
34980718,0 99 99 99 99 99,0,99,99,99,99,99
37893350,1 1 2 4 1 2,1,1,2,4,1,2
49852296,1 99 99 99 99 99,1,99,99,99,99,99
29772939,0 99 99 99 99 99,0,99,99,99,99,99
43684892,1 3 1 99 99 99,1,3,1,99,99,99
53831399,1 1 2 4 1 6,1,1,2,4,1,6
42917325,0 99 99 99 99 99,0,99,99,99,99,99
42815759,0 99 99 99 99 99,0,99,99,99,99,99
46901385,1 3 1 99 99 99,1,3,1,99,99,99
44141655,0 99 99 99 99 99,0,99,99,99,99,99
37730106,0 99 99 99 99 99,0,99,99,99,99,99
34936774,1 1 2 4 1 6,1,1,2,4,1,6
33013351,1 1 1 4 1 1,1,1,1,4,1,1
29005734,0 99 99 99 99 99,0,99,99,99,99,99
50948796,,,NA,NA,NA,NA,NA
50411943,0 99 99 99 99 99,0,99,99,99,99,99
35044715,1 3 1 99 99 99,1,3,1,99,99,99
49967800,,,NA,NA,NA,NA,NA
43779753,0 99 99 99 99 99,0,99,99,99,99,99
46193979,1 1 2 4 1 99,1,1,2,4,1,99
38008176,0 99 99 99 99 99,0,99,99,99,99,99
38469183,1 1 2 4 1 99,1,1,2,4,1,99
53510077,0 99 99 99 99 99,0,99,99,99,99,99
30867102,,,NA,NA,NA,NA,NA
37410021,0 99 99 99 99 99,0,99,99,99,99,99
42296655,0 99 99 99 99 99,0,99,99,99,99,99
47339657,,,NA,NA,NA,NA,NA
50345868,1 1 2 4 1 3,1,1,2,4,1,3
36824109,1 1 2 4 1 99,1,1,2,4,1,99
47248402,0 99 99 99 99 99,0,99,99,99,99,99
44589388,,,NA,NA,NA,NA,NA
27944000,0 99 99 99 99 99,0,99,99,99,99,99
40217644,0 99 99 99 99 99,0,99,99,99,99,99
37039344,,,NA,NA,NA,NA,NA
25740447,0 99 99 99 99 99,0,99,99,99,99,99
45919707,0 99 99 99 99 99,0,99,99,99,99,99
48498690,0 99 99 99 99 99,0,99,99,99,99,99
35836876,0 99 99 99 99 99,0,99,99,99,99,99
48826275,0 99 99 99 99 99,0,99,99,99,99,99
36448594,1 1 2 4 1 99,1,1,2,4,1,99
50402486,,,NA,NA,NA,NA,NA
53359264,1 3 1 99 99 99,1,3,1,99,99,99
43305267,1 99 99 99 99 99,1,99,99,99,99,99
34420343,0 99 99 99 99 99,0,99,99,99,99,99
817983,1 1 2 4 1 99,1,1,2,4,1,99
49513062,0 99 99 99 99 99,0,99,99,99,99,99
36754455,0 99 99 99 99 99,0,99,99,99,99,99
38560397,,,NA,NA,NA,NA,NA
43384228,,,NA,NA,NA,NA,NA
50673880,1 99 99 99 99 99,1,99,99,99,99,99
34675228,0 99 99 99 99 99,0,99,99,99,99,99
37022932,0 99 99 99 99 99,0,99,99,99,99,99
37097839,0 99 99 99 99 99,0,99,99,99,99,99
51363071,1 3 2 5 1 99,1,3,2,5,1,99
38073715,,,NA,NA,NA,NA,NA
36236065,1 1 2 4 1 99,1,1,2,4,1,99
31839584,,,NA,NA,NA,NA,NA
51464916,0 99 99 99 99 99,0,99,99,99,99,99
48330843,1 99 99 99 99 99,1,99,99,99,99,99
42637707,1 1 2 5 2 99,1,1,2,5,2,99
30939173,0 99 99 99 99 99,0,99,99,99,99,99
50261170,,,NA,NA,NA,NA,NA
49680895,0 99 99 99 99 99,0,99,99,99,99,99
52498608,,,NA,NA,NA,NA,NA
906966,0 99 99 99 99 99,0,99,99,99,99,99
47291869,0 99 99 99 99 99,0,99,99,99,99,99
368843,1 99 99 99 99 99,1,99,99,99,99,99
37632671,0 99 99 99 99 99,0,99,99,99,99,99
48778958,,,NA,NA,NA,NA,NA
49125916,,,NA,NA,NA,NA,NA
55159572,0 99 99 99 99 99,0,99,99,99,99,99
52145914,1 1 2 4 1 99,1,1,2,4,1,99
460235,1 3 1 99 99 99,1,3,1,99,99,99
55659983,0 99 99 99 99 99,0,99,99,99,99,99
28669221,1 1 2 4 1 99,1,1,2,4,1,99
37919789,1 99 99 99 99 99,1,99,99,99,99,99
47518718,0 99 99 99 99 99,0,99,99,99,99,99
39910328,0 99 99 99 99 99,0,99,99,99,99,99
45794010,,,NA,NA,NA,NA,NA
41335054,1 1 2 4 1 99,1,1,2,4,1,99
53942366,,,NA,NA,NA,NA,NA
51624865,1 3 1 99 99 99,1,3,1,99,99,99
33585610,,,NA,NA,NA,NA,NA
51565739,,,NA,NA,NA,NA,NA
45622820,0 99 99 99 99 99,0,99,99,99,99,99
25461940,0 99 99 99 99 99,0,99,99,99,99,99
28225454,1 3 99 99 99 99,1,3,99,99,99,99
31988327,0 99 99 99 99 99,0,99,99,99,99,99
38575161,1 99 99 99 99 99,1,99,99,99,99,99
46188139,1 1 2 4 1 99,1,1,2,4,1,99
38892492,0 99 99 99 99 99,0,99,99,99,99,99
51565739,,,NA,NA,NA,NA,NA
28647524,0 99 99 99 99 99,0,99,99,99,99,99
40596292,0 99 99 99 99 99,0,99,99,99,99,99
47590912,1 1 2 4 1 99,1,1,2,4,1,99
28757928,0 99 99 99 99 99,0,99,99,99,99,99
43139834,0 99 99 99 99 99,0,99,99,99,99,99
35352244,1 3 99 99 99 99,1,3,99,99,99,99
35942007,1 3 1 99 99 99,1,3,1,99,99,99
49377284,1 1 2 4 1 99,1,1,2,4,1,99
37056229,1 99 99 99 99 99,1,99,99,99,99,99
44433276,0 99 99 99 99 99,0,99,99,99,99,99
49289608,0 99 99 99 99 99,0,99,99,99,99,99
37812183,1 3 1 99 99 99,1,3,1,99,99,99
49371506,,,NA,NA,NA,NA,NA
40784801,0 99 99 99 99 99,0,99,99,99,99,99
49382061,1 1 2 4 1 99,1,1,2,4,1,99
26841362,0 99 99 99 99 99,0,99,99,99,99,99
29515380,0 99 99 99 99 99,0,99,99,99,99,99
53216837,1 3 1 99 99 99,1,3,1,99,99,99
42816331,0 99 99 99 99 99,0,99,99,99,99,99
42237323,,,NA,NA,NA,NA,NA
43919212,1 3 2 99 99 99,1,3,2,99,99,99
42381060,0 99 99 99 99 99,0,99,99,99,99,99
37745767,,,NA,NA,NA,NA,NA
39104622,0 99 99 99 99 99,0,99,99,99,99,99
28274014,0 99 99 99 99 99,0,99,99,99,99,99
48838904,0 99 99 99 99 99,0,99,99,99,99,99
36438374,,,NA,NA,NA,NA,NA
42121056,0 99 99 99 99 99,0,99,99,99,99,99
28374467,0 99 99 99 99 99,0,99,99,99,99,99
53991267,,,NA,NA,NA,NA,NA
30579960,0 99 99 99 99 99,0,99,99,99,99,99
35972449,1 3 1 99 99 99,1,3,1,99,99,99
38561426,0 99 99 99 99 99,0,99,99,99,99,99
37270158,1 4 1 99 99 99,1,4,1,99,99,99
43371600,0 99 99 99 99 99,0,99,99,99,99,99
45942804,,,NA,NA,NA,NA,NA
36354967,0 99 99 99 99 99,0,99,99,99,99,99
40723621,0 99 99 99 99 99,0,99,99,99,99,99
49869266,,,NA,NA,NA,NA,NA
27942434,0 99 99 99 99 99,0,99,99,99,99,99
34925400,1 3 1 99 99 99,1,3,1,99,99,99
54048416,,,NA,NA,NA,NA,NA
34807414,0 99 99 99 99 99,0,99,99,99,99,99
50040852,1 1 2 4 1 99,1,1,2,4,1,99
55555485,,,NA,NA,NA,NA,NA
32217879,0 99 99 99 99 99,0,99,99,99,99,99
42548375,0 99 99 99 99 99,0,99,99,99,99,99
47615473,1 1 2 4 1 99,1,1,2,4,1,99
53810674,0 99 99 99 99 99,0,99,99,99,99,99
32789133,,,NA,NA,NA,NA,NA
31008533,0 99 99 99 99 99,0,99,99,99,99,99
48300512,,,NA,NA,NA,NA,NA
53221596,0 99 99 99 99 99,0,99,99,99,99,99
27895784,,,NA,NA,NA,NA,NA
46532010,0 99 99 99 99 99,0,99,99,99,99,99
